id	name
2254	Коллаборативные фильтрация
2277	Модели жизненного цикла программного продукта
2238	Сглаживание сигналов
2239	Частотные цифровые фильтры
2240	Методы обработки сигналов
2241	Линейные цифровые фильтры
2237	Цифровая фильтрация сигналов
2285	Организационные структуры управления проектами
2268	Архитектурные стили проектирования
2245	Рекурсивные цифровые фильтры
8707	Основные области применения светодиодов
2267	Методики описания системной архитектуры
2246	Импульсная реакция фильтров
2053	Фильтрация шума на изображении
20588	Экономические основы экологической сертификации
2259	Документооборот
2261	Требования к проектной документации
2266	Проектирование системной архитектуры
2265	Формирование требований к ИС
2264	Документирование в соответствии со стандартами
2263	Структура элементов документации на программные средства
2262	Документирование разработки программного обеспечения
2281	Стратегия проекта
2287	Методы анализа рисков проектов
18395	Расчеты в биотехнологии
2311	Брендирование проекта
2299	Виды проектов
2286	Методы анализа неопределенности
2302	Особенности оценки стартапа
2288	Анализ эффективности проекта
2293	Разработка иерархической структуры работ
2294	Сетевые методы планирования и управления проектами
2330	Работа с библиотекой Pandas
2296	Критерии оценки эффективности проектов
2300	Особенность стартапа как проекта
2305	Международный проект
2306	Технология управления проектом
2312	Виртуальный проект
2324	Архитектура интеллектуальных систем
2316	Представление знаний в интеллектуальных системах
2318	Естественно-языковой интерфейс
2314	Интеллектуальные информационные системы
2345	Методы моделирования защиты систем с искусственным интеллектом
2346	Оценка защищенности систем с искусственным интеллектом
2303	Оценка риска проекта и стартапа
2367	Фреймворки JavaScript
2366	Сравнение локальных веб-серверов
2328	Работа с API различных веб-ресурсов
2370	Технология REST
2371	Технология SOAP
2368	PHP фреймворк
2387	Управление успешностью
2337	Компьютерная безопасность
2372	Настройка IIS сервера
2373	Хостинги
2375	Элементы SEO-анализа
2378	API
2297	Партнерское сотрудничество
2308	Управление проектной командой
2333	Визуализация данных с помощью Matplotlib
2315	Методы извлечения знаний
2309	Мотивация и организация проектной команды
2348	Математические модели принятия решения
2323	Этапы жизненного цикла интеллектуальных систем
2310	Маркетинг проекта
2349	Угрозы принятию решения
2319	Машинный перевод
2317	Исчисления предикатов
2326	Чтение данных из различных источников
2290	Планирование проекта
21890	Восстановление фазы из интенсивности
2377	Особенности платформы NodeJs
2327	Чтение данных разных форматов
2369	Языки программирования для Web-разработки
848	Нечеткие множества
2321	Машинное творчество
2307	Оценка эффективности проекта
2332	Очистка данных
2295	Информационные технологии управления проектами
2313	Прикладные интеллектуальные системы
2298	Проектный менеджмент
21819	Computer optimization of optical systems
2304	Управление проектами в профессиональной области
2291	Ресурсная карта
2292	Декомпозиция проектов
2329	Jupyter Notebook
2322	Интеллектуальные роботы
2325	Язык Python для анализа данных
2260	Характеристики документооборота
2301	Оценка проекта
2202	Тестирование на модульном уровне
2399	Деловая этика
2385	Библиотеки JavaScript
2344	Архитектура защищенных систем с искусственным
2357	Основы языка PHP
2352	Модели управления доступом
2353	Аутентификация и авторизация в системе
2363	Современные языки web разработки
2374	SEO
2376	HTML 5
2360	Проектирование клиент-серверного взаимодействия
2361	Виды серверов
2362	Сравнительный анализ IDE
2364	Настройка и конфигурация Apache сервера
2365	Настройка и конфигурация nignx сервера
2380	CMS Wordpress
2381	CMS Joomla
2382	CMS 1С-Битрикс
2384	Репозиторий Bitbucket
2389	Конструктивные персональные проекты саморазвития
2392	Самодетерминация и возможность улучшать свою жизнь
2388	Менталитет роста
2404	Научная коммуникация
2408	Принципы коммуникации
1477	Командная работа
2394	Предпринимательские возможности студента в Университете ИТМО
21820	Analytical optimization techniques
2407	Вертикальная коммуникация
2418	Деловое общение
2338	Угрозы системам с искусственным интеллектом
2351	Угрозы безопасности в Unix-системах
2406	Работа в команде
2412	Выводы об исследовании
613	Переговоры
2379	Методология разработки ПО
2456	Личная и групповая креативность
2397	Профессиональная этика и ответственность
2391	Желания и базовые потребности
23294	факторы, влияющие на процесс коммерциализации и продвижения инноваций
21891	Анализ акустических событий
23298	Анализ качества структуры оптических изображений
2414	Представление проекта инвесторам
2419	Деловая переписка
23299	вычислительная оптика
2420	Управление конфликтами
2411	Методы исследования
2335	Библиотека scikit-learn
2434	Линейное программирование
2336	Задачи машинного обучения
2386	Психология предпринимательства
2401	Написание статей
2390	Планы карьеры
2396	Конструктивное сотрудничество
2421	Методы и навыки ведения переговоров
2383	Репозиторий GitHub
2428	Раскраска графа
2447	Нелинейное программирование
2429	Обходы и пути в графах
2431	Задача о наименьшем общем предке
2432	Объединение матроидов
2445	Задачи дискретного программирования
2817	Журналистский жанр
2457	Преодоление творческой инерции при проектировании
2458	Взаимодействие в интердисциплинарной команде
2452	Решение нетривиальных задач
2454	Оптимизация процесса генерации идей
2433	Теория расписаний
2465	Тайм-менеджмент
2449	Критерии оптимальности
2451	Креативные технологии
1416	Эмоциональное равновесие
2460	Анализ эмоциональной природы окружающих
2453	Сценарии развития проектов
2430	Суффиксные структуры данных
21821	Optimization methods
2480	Дизайн-мышление
116	Описательные статистики
958	Источники данных
2501	Структурирование данных
2503	Виды данных
2485	Современное искусство
2448	Аналитические методы оптимизации
2468	Планирование
2450	Численные методы оптимизации
2513	Автоматизация производств
2455	Решение проблем
2413	Навыки презентации
2476	Письменная и устная аргументация
2440	Конструктивные коммуникации
23295	программа продвижения инноваций
21892	Извлечение акустических признаков
2472	Критическая аргументация
286	Дифференциал функции одной переменной первого порядка
2435	Задачи транспортного типа
2461	Эмоциональная грамотность
2462	Реакции на события
2562	Управленческий учет
2537	Автоматическая обработка текстов на естественном языке
2517	Инструменты автоматизации управления
2510	Алгоритмы анализа данных
2518	Автоматное программирование
2519	Рефакторинг автоматных программ
2521	Функция приспособленности
2522	Инструментальное средство UniMod
2523	Применение контрактов в автоматных программах
2524	Верификация и генерация автоматных программ
2525	Построение управляющих конечных автоматов с помощью генетических алгоритмов
2526	Немецкий язык
2527	Построение управляющих конечных автоматов на основе эволюционной стратегии
2529	Шведский язык
2530	Модели Крипке
2531	Коэволюция
2532	Представление данных для генетического алгоритма
2533	Военная подготовка
2536	Этапы обработки данных
2541	Линейные алгоритмы классификации
2545	Скользящий контроль
2548	Виды машинного обучения
2550	Оптимальный байесовский классификатор
2551	Стохастический градиентный спуск
2556	Сингулярное разложение
2557	Методы кластеризации
2515	Графы знаний
2572	Система учета затрат директ-костинг
2573	Методы учета затрат
2569	Методы распределения материалов
2574	Стандарт-костинг
2575	Классификация требований
2576	Свойства требований
2577	Приемы формирования требований
2578	Процесс создания требований
2579	Анализ и спецификация требований
2580	Создание клиент-серверных приложений
2588	Типы клиентов
2589	Клиент в трёхуровневой архитектуре клиент-сервер
2591	Технологии динамических гипертекстовых страниц
2592	Perl
2581	Архитектура клиент-сервер
2584	Двухуровневая модель клиент-сервер
2586	Разработка сервера приложений
2558	Иерархические методы кластеризации
2528	Генетические алгоритмы
2587	Разработка клиентской части клиент-серверного приложения
2516	Умный город
2506	Статистическое обучение
18073	BPwin
2540	Задачи кластеризации
2512	Безопасность
2583	Целостность данных
2505	Реляционные СУБД
2500	Обработка и анализ данных
2509	Технологии анализа данных
2502	Первичная обработка данных
2563	Налоговый учет
2507	Методы регрессии
2534	Фитнесс-функция
2590	Разработка Internet-приложений
2520	Эволюционные стратегии
2561	Учет денежных средств и кредитных операций
2565	Элементы бухгалтерского баланса
2571	Формирование финансового результата
2320	Распознавание образов
2567	Методы начисления амортизации
2568	Виды себестоимости
2570	Способы распределения косвенных расходов
2514	Распознавание и синтез речи
2539	Задачи классификации
2535	Генетическое программирование
2504	Нормализация данных
23300	Формулировка гипотез
2538	Методы и алгоритмы машинного обучения
2585	Разработка сервера управления данными
2597	Построение триангуляций
2598	Диаграмма Вороного
2599	Аффинное пространство
2601	Интервальная арифметика
2600	Двойственное пространство
2604	Сумма Минковского
2603	Трапецоидная карта
2596	Выпуклые оболочки
2605	Пересечение окружностей
2560	Учет материальных ресурсов
2595	Алгоритмы вычислительной геометрии
2593	Построение распределенных систем
2620	Организация отдела поддержки системы
2621	Работа с SLA
2622	Методы внедрения корпоративных информационных систем
2606	Упрощение полигональной цепи
2607	Вычисление площади и объема
2608	Пересечение выпуклых многоугольников
2609	Внедрение информационных систем
2623	Процесс внедрения по методологии SureStep
2625	Промышленная эксплуатация системы
2559	Организация бухгалтерского учета
2564	Бухгалтерский баланс
2566	Бухгалтерская проводка
2582	Защита данных
2610	Цели внедрения информационных систем
2612	Подходы к выбору систем
2613	Классификация потребностей предприятия в информационной системе
2614	Структура и функциональные возможности Microsoft Dynamics
2615	Структура и функциональные возможности Oracle
2616	Структура и функциональные возможности SAP
2617	Структура и функциональные возможности 1С
2619	Компоненты современной ERP-системы
21822	Юстировка оптических приборов
23296	методы оценки результативности и эффективности коммуникаций
21893	Методы и алгоритмы анализа акустических событий
23301	Онлайн опрос
2626	Оптимизация производительности и процессов
2631	Управление данными
2951	Теория Паули
714	PHP
2654	Архитектурные элементы беспроводных сетей
2655	Технологии сенсорных узлов
2656	Классификация сенсоров
2658	WiFi
2657	Bluetooth
2659	WiMAX
2660	3G/4G/5G
2661	802.15.4/ZigBee
2618	Подходы к интеграции информационных систем
2611	ERP-системы
2624	Тестовая эксплуатация системы
2662	Протоколы канального уровня
2552	Машина опорных векторов (SVM)
2627	Системы управления базами данных
2663	Протоколы случайного доступа
2664	Протокол SENSOR-MAC
2652	Области применения беспроводных сетей
2665	Стандарт IEEE 802.15.4 LR-WPANs
2715	Научные подходы в теории управления
2602	Квадродерево
2717	Методы и технологии в теории управления
2686	Методы подготовки обучающей выборки
2689	Алгоритм кластеризации k-средними
2690	Карты Кохонена
2712	Понятие организации
2721	Структура управления предприятием
2711	Теория управления предприятием
2728	Методы управления предприятием
2687	Алгоритм прямого распространения
2718	Внутренняя и внешняя среда организации
2719	Анализ внутренней и внешней среды организации
2722	Типы структур управления
2725	Проектирование структур управления
2723	Адаптивные структуры управления
2713	Система управления организацией
2726	Принятие решений в управлении организацией
2714	Законы организации и управления
2708	Software Transactional Memory
2716	Принципы управления
2729	Административные методы управления предприятием
2734	Стиль кода
2736	Поиск и обработка ошибок
2738	Статические проверки кода
2739	Динамическая проверка кода
2740	Проектирование программы
2668	Метрология
2673	Классификация средств измерений
2671	Процессы измерений
2682	Сертификация систем управления качеством
2731	Социальные и психологические методы управления предприятием
2653	Технологии беспроводных сетей
21894	Экологическая биотехнология
2675	Государственная система стандартизации
2680	Сертификация услуг
2670	Организационные основы обеспечения единства измерений
2676	Стандартизация в области обеспечения качества
2707	Анализ конфликтов стека
2706	Реализация CASN
2683	Архитектуры нейронных сетей
2681	Сертификация производств
2727	Модели и методы принятия решений
2666	Стратегии маршрутизации
2667	Технологии маршрутизации беспроводных сетей
2705	Применение JMM
2704	Модель памяти
2703	Базовые структуры данных в многопоточности
2702	Многопоточные (Thread-Safe) объекты
2701	Консенсус
2700	Объекты в параллельном программировании
2699	Атомарный снимок состояния
2698	Разделяемые регистры
2678	Сертификационные испытания
2677	Системы сертификации
2737	Корректность кода
2724	Организационные структуры управления предприятием
2720	Организационная структура предприятия
2685	Многослойные искусственные нейтронные сети
2679	Сертификация продукции
2730	Экономические методы
2710	Управление предприятием
23297	модели коммерциализации инноваций
23302	Сценарий  UX - исследования
2813	Понимание журналистики
2755	Язык VBA
2733	Стиль программирования
2786	Архитектура веб-службы
21824	Microcontroller families
2761	Прикладное программирование в MS Word
2763	Встроенные и пользовательские функции VBA
2742	Model-View-Controller (MVC)
2743	Паттерны проектирования
2744	Test driven development (TDD)
2745	Рефакторинг
2746	Управление исходным кодом
2816	Интернет-аудитория
2749	Модульное тестирование
2750	Mock-объекты для тестирования кода
2751	Порождающие паттерны
2752	Структурные паттерны
2753	Паттерны поведения
2774	Криволинейные интегралы
2775	Логарифмический вычет
2776	Аналитические функции
2778	Гармонические функции
2779	Конформное отображение
2766	Объектная модель MS Word
2768	Отладка приложений
2783	Программные платформы
2785	Платформа как сервис
2788	Облачные сервисы Google
2772	Интеграл функции комплексного переменного
2780	Область применения облачных вычислений
2781	Туманные вычисления
2782	Аппаратные решения
2770	Функции комплексного переменного
23303	technical systems
2709	Транзакции
2732	Проектирование программного обеспечения
2760	Прикладное программирование в MS Excel
2807	Основные виды социальных сетей
21895	Экологическая агробиотехнология
2754	Прикладное программирование
2811	Кластеризация в социальных сетях
2812	Перспективы развития социальных сетей
2809	Классификация социальных сетей
2810	Сбор информации из социальных сетей
2806	Алгоритм Киркпатрика
2773	Теорема Тейлора
2735	Проблемы при проектировании
2808	Задачи анализа социальных сетей
474	Структуры данных
2777	Показательная функция
2758	Среда разработки VBA
2764	Синтаксис и переменные VBA
2765	Типы данных VBA
2767	Объектная модель MS Excel
2748	Методики экстремального программирования
2747	Планирование и управление проектом
2769	Обработка ошибок
2697	Алгоритмы взаимного исключения
23114	физическая и геометрическая оптика
2787	Облачные сервисы Microsoft
2827	Интернет журналистика
2836	Антенно-фидерные устройства
2849	Антенны бегущей волны
2851	Коэффициент использования поверхности антенны
2852	Плоские фазированные антенные решетки
2838	Параметры антенны
2840	Идеальный линейный излучатель
2841	Линейные системы источников излучения
2842	Эквидистантная линейная антенная решетка
2844	Уравнение Кирхгоффа
2876	Безразмерные параметры
2871	Качественные методы квантовой теории
2843	Неэквидистантные решетки
2846	Сопротивление излучения
2868	Бозе конденсация
2874	Движение в вязкой жидкости
2869	Магнетизм
2877	Параметры размерности времени
2873	Векторные единицы длины
2879	Плазменная частота
2886	История развития адаптивных антенн
2847	Синфазная горизонтальная диапазонная антенна
2845	Метод зеркальных изображений
2848	Частотно-независимые антенны
2850	Излучающие поверхности
2837	Теория антенн
2884	Адаптивные антенны
2857	Химический потенциал
2897	Классификация методов адаптивного поиска экстремумов стационарных целевых функций
2889	Параметры и характеристики адаптивных антенных решеток
2888	Представление сигналов в адаптивных антеннах
2896	Методы адаптации
2890	Критерии качества адаптации
2891	Классификация критериев оптимальности
2892	Классификация целевых функций
2893	Критерий минимума среднеквадратической ошибки
2894	Критерий максимума отношения сигнал
2895	Критерий минимума мощности выходного сигнала
2901	Алгоритмы адаптации
2903	Гидродинамика
2824	Авторское право
2853	Статистическая физика
2856	Температура
2882	Моделирование систем взаимодействующих частиц
2881	Энергия Ферми
2872	Метод анализа размерности
2866	Распределение Бозе-Эйнштейна
2823	Лонгрид
2875	Газ твердых шаров
2883	Теория переходного состояния
2826	Проблема достоверности информации
2865	Распределение Ферми
2861	Статистическая сумма
2863	Квантовая статистическая механика
2887	Пространственная фильтрация сигналов
2867	Электроны в твердом теле
2862	Большая статистическая сумма
2818	Язык и стиль веб-публикаций
2819	Структура журналистского текста в Интернете
2870	Вычислительная физика
2821	Мультимедийная история
2820	Компонентный авторинг
2860	Распределение Гиббса
21896	Инновационные продукты
2878	Классическая плазма
2880	Квантовая плазма
2858	Принцип максимума энтропии
2859	Распределение Больцмана
2855	Энтропия
23304	system and system analysis
2825	Работа с открытыми источниками
2898	Итерационные прямые методы адаптации
2899	Градиентные методы адаптации
2900	Параметрические методы адаптации
2902	Классификация алгоритмов адаптации
18649	Физика
2932	Релятивистская механика
2960	Квантовые состояния поля
2910	Уравнения Навье-Стокса
2926	Формулы Грина
21897	Навыки программирования на языке C/C++
2920	Математическая физика
2923	Краевые задачи для уравнения Лапласа
2927	Объемный потенциал
2969	Квантовые вычисления
2885	Адаптивные антенны как особый класс антенных устройств
2944	Излучение и рассеяние электромагнитных волн
2957	Байесовские сети доверия
2970	Text Mining
2974	Рассеяние поляризованных нейтронов
20599	Траектория
2975	Сканирующая туннельная спектроскопия
2976	Мессбауэровская спектроскопия
2930	Принцип относительности
2954	Движение в сплошном спектре
2995	Движение твердого тела
21826	Microcontroller architecture
2940	Закон Кулона
2950	Приближенные методы
2933	Принцип наименьшего действия
2939	Плотность и поток энергии
2924	Эллиптические уравнения
2931	Преобразование Лоренца
2934	Заряд в электромагнитном поле
2928	Применение потенциалов к решению краевых задач
2997	Принцип Мопертюи
2966	Квантовая телепортация
2962	Взаимодействие атома с полем
2941	Постоянное магнитное поле
2955	Квантовые измерения
23305	Глубинное интервью
2936	Тензор электромагнитного поля
19236	Метаболизм
2949	Уравнение Шредингера
2942	Распространение электромагнитных волн
2972	Физика низкоразмерных систем
2921	Уравнение струны
2996	Уравнения Гамильтона
2947	Математический аппарат квантовой механики
699	Функциональный анализ
2963	Фотодетектирование
2952	Квантовая теория рассеяния
2912	Турбулентность
2935	Постоянное электромагнитное поле
2953	Теория Дирака
2961	Квантовая корреляция
2959	Квантование излучения
2925	Функция Грина
19359	Neo4j
2964	Формулы Манделя
2965	Парадоксы квантовой оптики
2967	Квантовая память
2929	Классическая электродинамика
6919	MathCAD
2948	Спектральная теория операторов
2943	Волновое уравнение
2937	Уравнения электромагнитного поля
2977	Электронная структура наносистем
2978	Низкоразмерный магнетизм наносистем
2979	Гигантское магнетосопротивление
2981	Структуры с сильными электронными корреляциями
2982	Надбарьерные переходы в наносистемах
2983	Квантовое туннелирование в наносистемах
2973	Рассеяние рентгеновского и синхротронного излучения
2991	Интегрирование уравнений движения
2987	Принцип относительности Галилея
2984	Графен
2986	Уравнения Лагранжа
3033	Визуализация текста и документов
3012	Способы кодирования цифровых данных
3013	Функциональные элементы и блоки
3011	Цифровой сигнал
3043	Целевая аудитория социального проекта
3010	Функциональная схемотехника
3044	Ресурсообеспечение социального проекта
3014	Компоненты цифровых схем
3015	Цифровой порт
3008	Уравнения Кирхгофа
2968	Квантовые коммуникации
3016	Принцип функционального проектирования цифровых схем
3018	Базовые операционные элементы
3019	Технологии проектирования ИМС
3021	Структура описания цифровой схемы на языках HDL
3022	Проектирование на языке Veriliog HDL
3047	Реализация социального проекта
20115	Моноиды
3030	Визуализация абстрактных данных
2946	Эксперименты с микрообъектами
3039	Особенности социального проекта
3038	Разработка социальных программ и проектов
3050	Законодательные основы частотного обеспечения
3040	Ошибки социального проектирования
3041	Выявление актуальных социальных проблем
3042	Инициирование социального проекта
3000	Адиабатические инварианты
3035	Анализ социальных данных
3034	Карты
3025	Проектирование визуализационных решений
2999	Уравнение Гамильтона-Якоби
2994	Малые колебания
3037	Визуализация как искусство
2990	Закон сохранения момента импульса
2989	Закон сохранения импульса
3023	Визуализация и моделирование
3001	Электротехника
3027	Визуальное восприятие человека
3029	Восприятие цвета
11626	Возможности экобиотехнологии для снижения техногенного воздействия
3002	Линейные электрические цепи
3005	Цепи несинусоидального периодического тока
3009	Явление резонанса
2998	Теорема Лиувилля
3032	Сети и графы
2992	Столкновение частиц
2993	Рассеяние частиц
3020	Технология разработки цифровых схем на ПЛИС
3006	Эквивалентные параметры двухполюсников
3007	Двухполюсник в цепи переменного тока
2035	Электрические цепи постоянного тока
21898	Основы программирования на Python
2985	Теоретическая механика
2958	Квантовая оптика
2938	Уравнения Максвелла
23306	Моделирование оптических процессов
3017	Триггеры
3045	Планирование социального проекта
3046	Источники финансирования социального проекта
21899	Молекулярная динамика и Монте-Карло
3058	Протокол уровня доступа
3059	Характеристика семейства стандартов 802.16
3060	Принципы построения масштабных сетей
3061	Персональные системы радиодоступа
3062	Построение беспроводных персональных сетей
3064	Технология сверхширокополосной связи
3054	Характеристика физического уровня стандарта 802.11
3049	Классификация систем радиодоступа
3053	Характеристика семейства стандартов IEEE 802.11
3055	Характеристика канального уровня стандарта 802.11
3056	Методы повышения пропускной способности
3063	Низкоскоростные сети стандарта ZigBee
3068	Земная станция
3069	Структура космической системы передачи данных
3070	Зона обслуживания системы связи
3071	Пропускная способность космического аппарата
3072	Зона покрытия космического аппарата
3073	Диапазоны частот для спутниковой связи
3074	Построение системы геостационарных спутников
3076	Типовая структура сети спутниковой связи
3066	Система космической связи
3065	Спутниковые системы связи
3092	Геоинформационные системы в телекоммуникациях
3093	Принципы построения и использования ГИС
3094	Применение ГИС в телекоммуникационных системах
21057	Синтаксис C#
3095	Методы частотно-территориального планирования систем радиосвязи
3096	Специальное программное обеспечение ICS Telecom
3097	Специальное программное обеспечение ONEPLAN RPLS
3078	Классификация ретрансляторов
3079	Способ разделения каналов связи
3080	Подвижные спутнитковые системы связи
3081	Система Инмарсат
3082	Система Иридиум
3083	Система Глобалстар
3084	Перспективные спутниковые проекты
3075	Принципы построения ретрансляторов и земных станций
3086	Сети радиосвязи
3111	Процедура Макса-Ллойда
3106	Анализ социальных сетей
3087	Основы распространения радиоволн
3088	Общая архитектура сетей радиосвязи
3089	Физические основы распространения электромагнитных волн
3090	Детерминированные модели распространения радиоволн
3091	Стохастические модели распространения радиоволн
21827	Процессы разделения сред
3112	Процедура Линдо-Бузо-Грея
3114	Стандарты сжатия речевых сигналов
3077	Топология сети связи
3052	Архитектура локальных сетей
3057	Протоколы физического уровня
3067	Спутник-ретранслятор
3024	Алфавит визуализации
3115	Стандарт сжатия изображений JPEG-LS
3113	Кодирование на основе линейного предсказания
23307	Микро-оптика
3048	Беспроводная передача данных
3170	Низкоуровневое программирование
3185	Классические уязвимости
3116	Задача обнаружения образов
3085	Спутниковые навигационные системы
3117	Задача классификации мультимедийных данных
3125	Управленческие решения
3180	Кэширование
3137	Стратегическое управление
3126	Процессный подход в управлении
3120	Сложные организации
3187	Телекоммуникационные системы
3123	Управление группой
3133	Подходы к применению теории принятия решений
3138	Автоматизированные системы поддержки принятия решений
3132	Модели теории принятия решений
3124	Коммуникации в организации
3140	Архитектура системы поддержки принятия управленческих решений
3143	Глобальная информационная инфраструктура
3157	Системы малого радиуса действия
3173	Организация кода ассемблера
3174	Строки в ассемблере
3175	Адресация в ассемблере
3176	Реальный режим
3177	Защищённый режим
3142	Архитектура сетей связи следующего поколения (СССП)
3164	Технология Zigbee
3144	Инфокоммуникационная услуга
3145	Требования к сетям связи
3146	Сети связи общего пользования
3147	Открытая сервисная архитектура
3148	Транспортные протоколы для мультимедийных приложений
3149	Протокол SIP
3150	Каналы связи с множественным доступом
3152	Программный коммутатор Softswitch
3153	Концепция IP Multimedia Subsystem
3154	Распределенная архитектура
3155	Функции качества обслуживания (QoS)
3156	Концепция IMS
3165	Классификация устройств UWB
3166	Интерфейс Wireless USB
3167	Частотный план UWB
3168	Проектирование объектов связи
3158	Частотное обеспечение
3159	Малые локальные сети
3160	Персональные беспроводные сети
3161	Инфракрасный порт
